Date,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2016-06-27,108.97,0.8489,0.083,0.829,0.087,111.57,111.57,108.23,36172810
2016-06-28,112.7,0.9473,0.059,0.856,0.085,110.63,112.75,110.55,26772900
2016-06-29,114.16,0.9307,0.056,0.85,0.094,113.37,114.25,113.04,20935530
2016-06-30,114.28,0.9175,0.035,0.906,0.059,114.67,115.18,113.67,23159510
2016-07-01,114.19,0.9945,0.042,0.795,0.163,114.2,115.13,113.81,14955080
2016-07-05,114.0,0.1531,0.085,0.81,0.105,113.94,114.11,112.97,14206220
2016-07-06,116.7,0.9388,0.034,0.903,0.063,113.36,116.79,112.97,24318520
2016-07-07,115.85,0.9926,0.024,0.838,0.138,116.63,116.97,115.36,16612350
2016-07-08,117.24,0.6435,0.029,0.912,0.059,116.43,117.5,115.85,18117330
2016-07-11,117.87,0.9703,0.053,0.855,0.092,117.71,118.7,117.5,17613670
2016-07-12,117.93,0.9966,0.043,0.854,0.103,118.63,118.72,117.57,15084590
2016-07-13,116.78,0.7481,0.055,0.873,0.072,118.39,118.4,116.68,16180680
2016-07-14,117.29,0.9863,0.043,0.86,0.097,117.5,117.64,116.7,14554060
2016-07-15,116.86,-0.723,0.077,0.857,0.066,117.74,118.28,116.58,16601530
2016-07-18,119.37,0.871,0.039,0.905,0.056,117.32,119.61,116.89,20816900
2016-07-19,120.61,0.9954,0.045,0.853,0.102,118.99,120.85,118.66,21502910
2016-07-20,121.92,0.9691,0.062,0.855,0.083,121.25,122.2,120.56,19991920
2016-07-21,120.61,0.4696,0.088,0.821,0.091,121.92,122.1,120.25,17787630
2016-07-22,121.0,0.9877,0.046,0.866,0.088,119.9,121.01,119.31,18363590
2016-07-25,121.63,0.9883,0.045,0.868,0.087,121.39,121.85,117.78,18453230
2016-07-26,121.22,0.9974,0.042,0.839,0.119,122.0,122.07,120.75,17417060
2016-07-27,123.34,0.9978,0.059,0.81,0.132,122.42,125.0,121.51,50218420
2016-07-28,125.0,0.9858,0.05,0.87,0.081,127.52,128.33,123.63,78673980
2016-07-29,123.94,0.8156,0.058,0.859,0.083,124.65,125.84,123.71,34943890
2016-08-01,124.31,0.9576,0.071,0.806,0.123,123.85,124.58,122.86,24986020
2016-08-02,123.09,0.9621,0.01,0.876,0.114,124.06,124.8,122.07,23919790
2016-08-03,122.51,0.6597,0.046,0.851,0.103,123.09,123.92,122.31,18479970
2016-08-04,124.36,0.6281,0.057,0.857,0.086,122.94,124.79,122.51,21052200
2016-08-05,125.15,-0.25,0.077,0.858,0.065,124.98,125.835,124.6184,20144810
2016-08-08,125.26,0.9851,0.044,0.869,0.087,125.25,125.45,124.55,15216950
2016-08-09,125.06,0.9803,0.119,0.738,0.143,125.34,126.09,124.53,19587330
2016-08-10,124.88,0.9118,0.014,0.893,0.093,125.07,125.48,124.54,10645370
2016-08-11,124.9,0.8955,0.069,0.848,0.083,125.2,125.38,124.75,11708610
2016-08-12,124.88,0.9931,0.018,0.861,0.121,124.7,125.0,124.18,12146150
2016-08-15,123.9,0.9862,0.053,0.85,0.096,124.91,124.92,123.7,19280400
2016-08-16,123.3,0.9883,0.05,0.871,0.079,123.5,123.92,122.78,14209580
2016-08-17,124.37,-0.9041,0.072,0.865,0.063,123.66,124.38,122.85,13759700
2016-08-18,123.91,-0.9599,0.107,0.814,0.08,124.01,124.26,123.64,12378280
2016-08-19,123.56,0.982,0.076,0.822,0.102,123.6,124.157,123.28,11582430
2016-08-22,124.15,0.9954,0.037,0.852,0.111,123.33,124.83,123.11,14377070
2016-08-23,124.37,0.9906,0.046,0.851,0.103,124.51,125.09,124.25,13302050
2016-08-24,123.48,0.9927,0.053,0.842,0.105,124.47,124.69,123.09,12226720
2016-08-25,123.89,0.9954,0.06,0.815,0.125,123.12,124.37,123.1,10720680
2016-08-26,124.96,-0.9192,0.098,0.83,0.072,124.05,125.19,123.91,17467840
2016-08-29,126.54,0.077,0.056,0.884,0.06,124.35,126.73,124.35,15901270
2016-08-30,125.84,0.9438,0.086,0.834,0.08,126.6,126.6,125.15,17778300
2016-08-31,126.12,-0.6737,0.065,0.875,0.061,125.6,126.22,125.1,14183190
2016-09-01,126.17,0.9931,0.025,0.771,0.204,126.38,126.63,125.6,13522260
2016-09-02,126.51,0.4019,0.053,0.887,0.06,126.85,126.86,126.0,12074470
2016-09-06,129.73,0.9966,0.07,0.787,0.143,126.67,129.94,126.47,26241480
2016-09-07,131.05,0.765,0.088,0.755,0.157,130.04,131.98,129.95,27942000
2016-09-08,130.27,0.9906,0.039,0.864,0.097,130.92,131.08,129.81,15655250
2016-09-09,127.1,0.9798,0.06,0.853,0.087,129.71,129.949,127.1,26963940
2016-09-12,128.69,0.9741,0.061,0.846,0.093,125.96,128.76,125.75,21159830
2016-09-13,127.21,0.9975,0.041,0.834,0.125,128.03,128.35,126.66,17987510
2016-09-14,127.77,0.9988,0.033,0.826,0.141,126.89,128.8,126.89,15712050
2016-09-15,128.35,0.9994,0.043,0.78,0.177,127.98,129.1,127.67,15084660
2016-09-16,129.07,0.9976,0.059,0.814,0.128,128.2,129.18,128.2,24083560
2016-09-19,128.65,0.9981,0.025,0.829,0.147,129.91,129.94,128.26,14927990
2016-09-20,128.64,0.9986,0.036,0.82,0.144,128.65,129.17,128.0307,11076150
2016-09-21,129.94,0.9887,0.035,0.889,0.076,129.13,130.005,128.39,14045780
2016-09-22,130.08,0.9903,0.042,0.865,0.093,130.5,130.73,129.56,15358850
2016-09-23,127.96,0.9715,0.064,0.833,0.103,127.56,128.6,127.3,28293920
2016-09-26,127.31,0.9862,0.047,0.852,0.101,127.37,128.16,126.8,15041370
2016-09-27,128.69,0.9971,0.038,0.805,0.158,127.61,129.01,127.43,15600130
2016-09-28,129.23,0.9948,0.057,0.835,0.108,129.21,129.47,128.4,12035720
2016-09-29,128.09,0.9924,0.07,0.802,0.128,129.18,129.29,127.55,14489880
2016-09-30,128.27,0.9638,0.065,0.836,0.099,128.03,128.59,127.45,18392040
2016-10-03,128.77,0.34,0.085,0.814,0.102,128.38,129.09,127.8,13134510
2016-10-04,128.19,0.658,0.0,0.87,0.13,129.17,129.2765,127.5499,14294610
2016-10-05,128.47,0.974,0.046,0.843,0.111,128.25,128.8,127.83,12354920
2016-10-06,128.74,0.9939,0.041,0.842,0.116,128.43,129.06,128.08,11673340
2016-10-07,128.99,-0.1027,0.143,0.731,0.126,129.04,129.25,128.33,12800360
2016-10-10,130.24,-0.9598,0.149,0.726,0.126,129.68,130.7,129.2,15113560
2016-10-11,128.88,0.9843,0.036,0.875,0.089,130.23,130.64,128.23,17508530
2016-10-12,129.05,0.9042,0.063,0.818,0.119,129.01,129.66,128.46,11043240
2016-10-13,127.82,0.988,0.038,0.876,0.086,128.21,128.25,126.75,17106910
2016-10-14,127.88,0.9819,0.061,0.843,0.095,128.49,128.95,127.58,13335970
2016-10-17,127.54,0.9811,0.053,0.859,0.088,128.2,128.47,127.32,11317650
2016-10-18,128.57,0.8467,0.063,0.858,0.079,128.68,129.39,128.01,13487280
2016-10-19,130.11,0.9954,0.067,0.822,0.111,128.74,130.47,128.6,16723000
2016-10-20,130.0,-0.9479,0.099,0.821,0.08,130.07,130.66,129.5,13148980
2016-10-21,132.07,0.9946,0.049,0.829,0.123,129.78,132.13,129.7,18983740
2016-10-24,133.28,0.9916,0.067,0.826,0.107,132.72,133.405,132.15,17420290
2016-10-25,132.29,0.9977,0.056,0.801,0.142,133.5,133.5,132.22,13307700
2016-10-26,131.04,-0.9917,0.123,0.797,0.08,131.64,132.26,130.935,13066210
2016-10-27,129.69,0.9964,0.027,0.88,0.092,131.74,131.8,129.27,16628680
2016-10-28,131.29,0.9965,0.054,0.836,0.111,130.5,132.97,129.93,24500920
2016-10-31,130.99,0.8207,0.068,0.861,0.072,132.01,132.12,130.8835,15649280
2016-11-01,129.5,0.9814,0.042,0.858,0.1,131.41,131.94,128.65,21974210
2016-11-02,127.17,-0.1779,0.118,0.768,0.114,130.23,130.23,126.28,43895660
2016-11-03,120.0,0.4937,0.071,0.849,0.081,122.0,123.28,119.5,63660540
2016-11-04,120.75,0.0085,0.073,0.854,0.073,119.59,121.93,119.25,30468330
2016-11-07,122.15,0.8096,0.086,0.807,0.108,122.83,123.2089,121.35,22957100
2016-11-08,124.22,0.9827,0.034,0.888,0.079,122.03,124.61,121.54,19391790
2016-11-09,123.18,0.6966,0.07,0.839,0.092,121.5,123.81,120.51,31883790
2016-11-10,120.8,0.997,0.09,0.753,0.157,123.93,124.18,115.27,67808300
2016-11-11,119.02,0.9924,0.05,0.831,0.119,119.53,120.7,118.15,32814370
2016-11-14,115.08,-0.986,0.113,0.805,0.083,119.1256,119.1256,113.5535,51315610
2016-11-15,117.2,-0.986,0.113,0.805,0.083,116.73,118.49,115.83,34629110
2016-11-16,116.34,0.7807,0.077,0.844,0.079,114.48,117.88,114.21,32358800
2016-11-17,117.79,0.9965,0.054,0.814,0.132,116.81,117.79,116.01,18570820
2016-11-18,117.02,0.9788,0.058,0.854,0.087,118.39,119.13,116.84,22768330
2016-11-21,121.77,0.9974,0.037,0.843,0.12,118.2,121.95,117.8,35359460
2016-11-22,121.47,0.9838,0.054,0.832,0.114,122.4,122.98,120.9,26006340
2016-11-23,120.84,0.9806,0.054,0.838,0.108,121.23,121.31,119.94,15646580
2016-11-25,120.38,0.9958,0.036,0.817,0.147,121.01,121.14,120.07,8658605
2016-11-28,120.41,0.9898,0.047,0.854,0.099,120.12,121.69,119.82,18081770
2016-11-29,120.87,0.4379,0.067,0.863,0.07,120.57,122.1,120.4,18871130
2016-11-30,118.42,0.4379,0.067,0.863,0.07,120.32,121.79,117.95,30135230
2016-12-01,115.1,0.9763,0.024,0.874,0.101,118.38,118.45,114.0,43231480
2016-12-02,115.4,0.7906,0.073,0.809,0.118,115.11,116.48,114.3,25050450
2016-12-05,117.43,-0.9688,0.113,0.808,0.079,115.95,117.57,115.07,20123920
2016-12-06,117.31,0.8999,0.029,0.858,0.113,117.69,117.795,116.33,19089060
2016-12-07,117.95,0.984,0.049,0.846,0.105,117.0,117.95,116.57,21891800
2016-12-08,118.91,0.9753,0.036,0.862,0.103,117.98,119.5,117.64,22427310
2016-12-09,119.68,0.9547,0.062,0.862,0.076,119.22,119.94,118.95,17452710
2016-12-12,117.77,-0.7998,0.059,0.901,0.04,119.22,119.24,117.65,17782470
2016-12-13,120.31,0.9909,0.034,0.887,0.079,117.86,121.52,117.61,29568990
2016-12-14,120.21,0.995,0.017,0.874,0.11,120.0,121.69,118.85,25890630
2016-12-15,120.57,0.9907,0.063,0.813,0.124,120.08,122.5,119.63,20113550
2016-12-16,119.87,0.9971,0.055,0.793,0.151,120.9,121.5,119.27,25316220
2016-12-19,119.24,-0.3595,0.046,0.901,0.053,119.85,120.36,118.51,15871360
2016-12-20,119.09,0.8257,0.043,0.892,0.065,119.5,119.77,118.8,13673570
2016-12-21,119.04,-0.9795,0.131,0.775,0.094,118.92,119.2,118.48,10747610
2016-12-22,117.4,0.9554,0.045,0.873,0.082,118.86,118.99,116.93,16226770
2016-12-23,117.27,0.966,0.086,0.781,0.132,117.0,117.56,116.3,10885030
2016-12-27,118.01,0.995,0.035,0.812,0.152,116.96,118.68,116.864,12034590
2016-12-28,116.92,0.9939,0.069,0.77,0.161,118.19,118.25,116.65,11985740
2016-12-29,116.35,0.9885,0.044,0.844,0.112,117.0,117.531,116.06,9925082
2016-12-30,115.05,-0.9514,0.124,0.794,0.082,116.595,116.83,114.7739,18668290
2017-01-03,116.86,-0.3142,0.058,0.876,0.067,116.03,117.84,115.51,20635600
2017-01-04,118.69,0.9136,0.02,0.812,0.168,117.55,119.66,117.29,19594560
2017-01-05,120.67,0.973,0.019,0.917,0.064,118.86,120.95,118.3209,19459380
2017-01-06,123.41,0.9863,0.034,0.855,0.112,120.98,123.88,120.03,28525570
2017-01-09,124.9,0.9982,0.035,0.843,0.122,123.55,125.43,123.04,22874170
2017-01-10,124.35,0.6116,0.049,0.881,0.071,124.82,125.5,124.28,17299590
2017-01-11,126.09,0.9961,0.066,0.805,0.129,124.35,126.12,124.06,18334560
2017-01-12,126.62,0.8853,0.079,0.814,0.107,125.61,126.73,124.8,18596580
2017-01-13,128.34,0.9718,0.075,0.809,0.117,127.49,129.27,127.37,24857410
2017-01-17,127.87,0.9848,0.064,0.826,0.109,128.04,128.34,127.4,15279990
2017-01-18,127.92,0.9307,0.084,0.816,0.1,128.41,128.43,126.84,13107440
2017-01-19,127.55,0.9812,0.009,0.906,0.085,128.23,128.35,127.45,12171270
2017-01-20,127.04,0.9936,0.051,0.816,0.133,128.1,128.48,126.78,19068380
2017-01-23,128.93,-0.9174,0.09,0.839,0.071,127.31,129.25,126.95,16566300
2017-01-24,129.37,0.9693,0.085,0.794,0.121,129.38,129.9,128.38,15140910
2017-01-25,131.48,-0.6911,0.082,0.849,0.069,130.0,131.74,129.77,18745640
2017-01-26,132.78,0.966,0.054,0.85,0.097,131.63,133.14,131.4401,19964800
2017-01-27,132.18,0.9468,0.062,0.841,0.098,132.68,132.95,131.08,19505970
2017-01-30,130.98,-0.9987,0.151,0.796,0.053,131.58,131.58,129.6,18919750
2017-01-31,130.32,0.9904,0.043,0.868,0.089,130.17,130.66,129.5157,19642550
2017-02-01,133.23,0.9618,0.071,0.721,0.208,132.25,133.49,130.68,47329480
2017-02-02,130.84,0.9838,0.034,0.871,0.096,133.22,135.49,130.4,54281800
2017-02-03,130.98,0.9833,0.051,0.824,0.125,131.24,132.85,130.76,24776070
2017-02-06,132.06,0.9863,0.047,0.854,0.099,130.98,132.06,130.3,17015610
2017-02-07,131.84,0.128,0.055,0.885,0.059,132.24,133.0,131.661,14585030
2017-02-08,134.2,0.998,0.048,0.824,0.128,132.6,134.44,132.44,22370760
2017-02-09,134.14,-0.4019,0.064,0.886,0.05,134.49,134.5,133.31,16454060
2017-02-10,134.19,0.9626,0.064,0.838,0.098,134.1,134.94,133.68,15050270
2017-02-13,134.05,0.9893,0.032,0.885,0.083,134.6975,134.6975,133.7,13511640
2017-02-14,133.85,0.9988,0.027,0.818,0.155,134.1,134.23,132.55,14346090
2017-02-15,133.44,0.9913,0.059,0.822,0.12,133.45,133.7,132.66,13215470
2017-02-16,133.84,-0.3542,0.053,0.905,0.042,133.07,133.87,133.022,12816260
2017-02-17,133.53,0.9613,0.055,0.845,0.1,133.5,134.0912,133.17,12265480
2017-02-21,133.72,0.9941,0.045,0.839,0.116,133.5,133.91,132.9,14735860
2017-02-22,136.12,0.9506,0.022,0.914,0.064,133.6,136.79,133.46,27331930
2017-02-23,135.36,0.975,0.035,0.881,0.084,135.89,136.12,134.33,18408460
2017-02-24,135.44,0.9802,0.049,0.828,0.123,134.16,135.62,134.16,12617180
2017-02-27,136.41,0.9962,0.021,0.879,0.1,135.26,137.1846,135.02,14300970
2017-02-28,135.54,0.9922,0.037,0.863,0.1,136.79,136.805,134.75,16096310
2017-03-01,137.42,0.9907,0.037,0.827,0.136,136.47,137.48,136.3,16241330
2017-03-02,136.76,0.9888,0.051,0.834,0.115,137.09,137.82,136.31,12278560
2017-03-03,137.17,0.8577,0.051,0.878,0.071,136.63,137.33,136.08,11154380
2017-03-06,137.42,0.9731,0.009,0.836,0.155,136.88,137.83,136.51,12562040
2017-03-07,137.3,0.0,0.088,0.807,0.105,137.03,138.37,136.99,13517880
2017-03-08,137.72,0.997,0.057,0.79,0.153,137.15,137.99,137.0516,10174840
2017-03-09,138.24,0.939,0.056,0.798,0.146,137.72,138.57,137.4,15523900
2017-03-10,138.79,0.9799,0.075,0.81,0.115,138.91,139.49,138.22,16299220
2017-03-13,139.6,0.9701,0.046,0.853,0.101,138.71,139.68,138.6729,10949000
2017-03-14,139.32,0.9907,0.064,0.792,0.143,139.46,139.46,138.52,12935370
2017-03-15,139.72,0.9813,0.05,0.84,0.11,139.29,140.1,138.49,19315340
2017-03-16,139.99,0.9985,0.041,0.801,0.158,140.2,140.25,139.73,13604260
2017-03-17,139.84,0.8253,0.036,0.903,0.06,140.34,140.34,139.7,20487730
2017-03-20,139.94,0.9267,0.042,0.899,0.06,139.71,140.19,139.25,12002150
2017-03-21,138.51,0.9933,0.044,0.863,0.093,141.15,142.3082,138.4,29855980
2017-03-22,139.59,0.9798,0.041,0.866,0.093,137.93,139.79,137.6,17020610
2017-03-23,139.53,0.9989,0.032,0.812,0.156,139.48,140.39,139.09,12992700
2017-03-24,140.34,0.9954,0.051,0.841,0.108,140.08,141.0244,139.76,16636900
2017-03-27,140.32,0.9775,0.05,0.86,0.091,139.05,140.65,138.77,12791820
2017-03-28,141.76,0.9992,0.043,0.771,0.186,140.36,141.95,140.01,14660670
2017-03-29,142.65,0.9989,0.039,0.799,0.162,141.99,142.86,141.43,16504590
2017-03-30,142.41,0.9692,0.059,0.848,0.094,142.4,142.95,141.85,12393610
2017-03-31,142.05,0.9648,0.07,0.841,0.088,142.31,142.63,141.89,11366390
2017-04-03,142.28,0.9493,0.057,0.788,0.154,141.93,142.47,140.82,13552550
2017-04-04,141.73,0.9891,0.026,0.897,0.077,141.86,142.09,141.27,11934110
2017-04-05,141.85,0.9652,0.067,0.84,0.093,142.26,143.44,141.29,17132150
2017-04-06,141.17,0.9822,0.034,0.801,0.165,142.11,142.22,140.91,15089610
2017-04-07,140.78,0.9885,0.044,0.837,0.119,141.2,141.55,140.24,11811450
2017-04-10,141.04,0.9673,0.038,0.899,0.063,141.0,141.43,140.63,9033921
2017-04-11,139.92,0.3387,0.094,0.812,0.095,140.8,141.0299,138.81,16627940
2017-04-12,139.58,-0.9621,0.072,0.878,0.05,139.72,140.4,139.44,11600930
2017-04-13,139.39,0.9951,0.041,0.84,0.119,139.62,140.58,139.33,10939950
2017-04-17,141.42,-0.8734,0.074,0.866,0.06,139.76,141.55,139.75,11488510
2017-04-18,140.96,0.9713,0.037,0.862,0.101,141.27,141.905,140.61,14795020
2017-04-19,142.27,0.9185,0.085,0.82,0.095,141.35,143.04,141.27,15544500
2017-04-20,143.8,0.9677,0.069,0.832,0.099,142.95,144.25,142.689,15948700
2017-04-21,143.68,0.9749,0.048,0.864,0.088,143.9,144.17,142.27,12172640
2017-04-24,145.47,0.9948,0.036,0.876,0.088,144.96,145.6738,144.34,14397480
2017-04-25,146.49,0.991,0.022,0.909,0.069,145.79,147.15,145.7898,17718030
2017-04-26,146.56,0.9393,0.068,0.834,0.098,147.09,147.59,146.09,12388100
2017-04-27,147.7,0.9871,0.022,0.885,0.093,146.67,147.75,146.14,11072600
2017-04-28,150.25,-0.989,0.126,0.806,0.068,149.5,151.53,149.07,30607510
2017-05-01,152.46,0.9964,0.035,0.855,0.11,151.74,152.57,151.42,25170200
2017-05-02,152.78,0.7801,0.069,0.799,0.132,153.34,153.44,151.66,21617190
2017-05-03,151.8,0.3182,0.063,0.87,0.066,153.6,153.6,151.34,28301550
2017-05-04,150.85,0.9822,0.054,0.855,0.092,150.17,151.52,148.72,36185180
2017-05-05,150.24,0.9816,0.061,0.845,0.095,151.45,151.63,149.79,17104730
2017-05-08,151.06,0.8364,0.101,0.761,0.138,150.71,151.08,149.74,15813350
2017-05-09,150.48,0.9842,0.043,0.868,0.089,151.49,152.59,150.21,17381800
2017-05-10,150.29,0.9889,0.058,0.847,0.094,150.23,150.52,148.86,11994140
2017-05-11,150.04,-0.7634,0.074,0.873,0.052,150.31,150.65,149.41,11832750
2017-05-12,150.33,0.9975,0.046,0.811,0.143,150.4,150.46,149.63,9584769
2017-05-15,150.19,0.9939,0.062,0.81,0.128,150.17,151.48,149.77,14952950
2017-05-16,149.78,0.978,0.029,0.898,0.074,150.11,150.21,149.03,14506870
2017-05-17,144.85,-0.98,0.078,0.869,0.053,148.0,148.67,144.4216,28232610
2017-05-18,147.66,0.981,0.063,0.837,0.1,144.72,148.15,144.51,22778870
2017-05-19,148.06,0.8765,0.05,0.879,0.071,148.445,149.39,147.96,16165160
2017-05-22,148.24,0.4536,0.066,0.861,0.073,148.08,148.59,147.69,12578390
2017-05-23,148.07,0.9913,0.032,0.878,0.091,148.52,148.81,147.25,12807840
2017-05-24,150.04,0.981,0.041,0.854,0.104,148.51,150.23,148.42,17914740
2017-05-25,151.96,0.987,0.056,0.821,0.122,150.3,152.59,149.95,19827210
2017-05-26,152.13,0.6582,0.072,0.835,0.093,152.23,152.25,151.15,14984540
2017-05-30,152.38,0.9961,0.058,0.818,0.124,151.97,152.9,151.64,13213700
2017-05-31,151.46,0.9983,0.035,0.83,0.136,152.7,153.35,151.09,18001140
2017-06-01,151.53,0.9962,0.087,0.778,0.134,151.75,152.29,150.3,14511530
2017-06-02,153.61,-0.946,0.119,0.794,0.087,151.85,153.63,151.3,16838650
2017-06-05,153.63,0.2732,0.08,0.826,0.094,153.64,154.7088,153.41,12504820
2017-06-06,152.81,0.9949,0.055,0.832,0.112,153.41,154.52,152.48,13443610
2017-06-07,153.12,-0.9937,0.125,0.814,0.061,153.27,153.75,152.34,12040430
2017-06-08,154.71,0.804,0.058,0.839,0.103,154.08,154.73,153.1,17795860
2017-06-09,149.6,0.7962,0.068,0.852,0.08,154.77,155.59,146.61,35541670
2017-06-12,148.44,0.981,0.077,0.82,0.103,148.17,149.195,144.56,33150610
2017-06-13,150.68,0.989,0.03,0.9,0.07,150.15,151.18,148.9,20474720
2017-06-14,150.25,0.986,0.05,0.863,0.087,151.26,152.4,149.05,20774910
2017-06-15,149.8,0.9887,0.072,0.824,0.104,147.67,150.0366,146.3747,18956910
2017-06-16,150.64,0.9934,0.055,0.824,0.121,149.59,150.83,148.6,22843010
2017-06-19,152.87,0.9939,0.043,0.849,0.108,151.71,153.57,151.71,18944190
2017-06-20,152.25,0.9667,0.072,0.835,0.093,152.88,153.84,152.21,14733590
2017-06-21,153.91,-0.9895,0.091,0.862,0.047,152.36,154.08,151.88,14943770
2017-06-22,153.4,0.949,0.064,0.842,0.093,153.01,154.55,152.91,12835380
2017-06-23,155.07,0.9921,0.053,0.821,0.126,152.72,155.2,152.65,17897280
2017-06-26,153.59,0.996,0.026,0.868,0.105,156.25,156.5,153.1954,18030200
2017-06-27,150.58,0.9926,0.042,0.845,0.113,152.84,153.31,150.39,19351560
2017-06-28,153.24,0.987,0.055,0.844,0.1,150.92,153.47,149.86,16696230
2017-06-29,151.04,0.9951,0.042,0.857,0.101,152.28,152.5,148.9175,23948630
2017-06-30,150.98,0.9822,0.033,0.868,0.099,151.9,151.92,150.06,14909670
2017-07-03,148.43,0.9548,0.057,0.845,0.098,151.72,152.15,147.8,13862740
2017-07-05,150.34,-0.1779,0.052,0.906,0.042,149.0,150.85,148.13,14321330
2017-07-06,148.82,0.9904,0.059,0.833,0.108,149.03,150.04,148.0,14934450
2017-07-07,151.44,0.9745,0.111,0.748,0.141,149.25,151.99,149.19,13249750
2017-07-10,153.5,0.8214,0.05,0.87,0.08,151.69,153.98,151.51,13326410
2017-07-11,155.27,0.9967,0.034,0.855,0.111,153.37,155.4225,152.91,13652540
2017-07-12,158.9,0.9986,0.032,0.76,0.207,156.49,159.16,156.2,22710090
2017-07-13,159.26,0.9981,0.048,0.811,0.141,158.74,159.78,158.4227,13912150
2017-07-14,159.97,0.9987,0.04,0.804,0.156,160.13,160.32,159.3254,16305570
2017-07-17,159.73,0.971,0.05,0.873,0.077,160.25,160.78,158.81,12757430
2017-07-18,162.86,0.9932,0.069,0.784,0.147,159.66,163.73,159.42,23686800
2017-07-19,164.14,0.9873,0.072,0.824,0.104,163.59,165.7,163.17,26144510
2017-07-20,164.53,0.9566,0.088,0.795,0.118,164.8,165.0,162.81,18409730
2017-07-21,164.43,0.9871,0.082,0.78,0.139,164.16,165.05,163.75,14712450
2017-07-24,166.0,0.8742,0.063,0.864,0.073,164.64,166.17,164.31,17208500
2017-07-25,165.28,0.9933,0.051,0.838,0.111,165.01,165.54,163.8619,15309000
2017-07-26,165.61,-0.6675,0.058,0.887,0.055,166.01,166.01,164.1,32989200
2017-07-27,170.44,0.9985,0.06,0.782,0.157,174.7,175.49,167.5,68454830
2017-07-28,172.45,0.8723,0.063,0.85,0.087,169.07,173.43,169.05,24546680
2017-07-31,169.25,0.9307,0.061,0.86,0.079,172.0,172.72,168.55,25429310
2017-08-01,169.86,0.8885,0.011,0.87,0.119,169.82,170.47,169.05,14286110
2017-08-02,169.3,0.9845,0.061,0.808,0.132,170.3,170.55,166.91,17181110
2017-08-03,168.59,0.963,0.043,0.861,0.095,169.3,169.7,168.25,10519470
2017-08-04,169.62,0.8402,0.023,0.862,0.115,168.97,170.06,168.69,10505980
2017-08-07,171.98,-0.8718,0.114,0.816,0.07,169.95,172.06,169.66,12765230
2017-08-08,171.23,0.9815,0.081,0.806,0.113,171.88,173.05,170.62,14317200
2017-08-09,171.18,0.9982,0.044,0.836,0.12,169.98,171.45,169.56,10800730
2017-08-10,167.4,0.9514,0.0,0.88,0.12,170.06,170.59,166.85,20551720
2017-08-11,168.08,0.9894,0.032,0.888,0.079,167.95,168.82,166.85,13778190
2017-08-14,170.75,0.9975,0.062,0.811,0.127,170.09,171.08,169.29,12940140
2017-08-15,171.0,0.976,0.052,0.867,0.081,171.49,171.5,170.01,8713651
2017-08-16,170.0,0.938,0.079,0.826,0.095,171.25,171.38,169.24,15732840
2017-08-17,166.91,-0.9754,0.104,0.819,0.077,169.34,169.86,166.85,17009420
2017-08-18,167.41,0.8577,0.048,0.872,0.08,166.84,168.67,166.21,15065590
2017-08-21,167.78,0.999,0.056,0.783,0.161,167.16,168.0,165.82,11898620
2017-08-22,169.64,0.9513,0.047,0.874,0.079,168.28,169.87,167.15,11377350
2017-08-23,168.71,0.982,0.051,0.855,0.094,168.84,169.36,168.2,9838383
2017-08-24,167.74,0.9907,0.054,0.84,0.106,168.88,169.29,166.41,14015950
2017-08-25,166.32,0.9946,0.011,0.884,0.105,167.86,168.38,166.18,12589850
2017-08-28,167.24,0.9962,0.019,0.892,0.089,166.91,167.7,166.33,8477431
2017-08-29,168.05,0.9954,0.033,0.875,0.092,165.25,168.425,165.0,11111780
2017-08-30,169.92,0.9921,0.021,0.906,0.073,168.17,170.18,167.63,11117630
2017-08-31,171.97,0.9752,0.051,0.864,0.085,170.4,172.145,170.06,17216280
2017-09-01,172.02,0.9757,0.051,0.861,0.089,172.4,172.915,171.31,11663360
2017-09-05,170.72,0.999,0.036,0.798,0.166,171.27,172.3875,169.55,13214940
2017-09-06,172.09,0.9817,0.065,0.842,0.094,170.91,172.48,169.57,13886740
2017-09-07,173.21,0.9478,0.079,0.763,0.157,171.94,173.3067,170.27,18039640
2017-09-08,170.95,0.9641,0.064,0.838,0.097,173.09,173.49,170.8,10985350
2017-09-11,173.51,0.9822,0.069,0.837,0.094,172.4,173.89,172.2,12353760
2017-09-12,172.96,0.6231,0.051,0.886,0.063,173.76,174.0,171.75,11179730
2017-09-13,173.05,0.9973,0.032,0.865,0.103,173.01,173.17,172.06,9112378
2017-09-14,170.96,0.5794,0.056,0.879,0.065,172.26,172.28,170.5,15564130
2017-09-15,171.64,0.9924,0.047,0.853,0.099,170.88,172.34,170.26,15643240
2017-09-18,170.01,0.9898,0.059,0.819,0.122,171.99,172.07,169.34,12898300
2017-09-19,172.52,0.9976,0.05,0.833,0.117,170.62,172.56,170.36,13021560
2017-09-20,172.17,0.7905,0.071,0.851,0.078,172.5,173.05,170.7,12226570
2017-09-21,171.11,-0.8002,0.065,0.886,0.049,171.69,172.27,170.01,11088960
2017-09-22,170.54,0.8549,0.083,0.831,0.086,170.21,171.73,169.22,12040370
2017-09-25,162.87,0.8741,0.094,0.795,0.111,169.24,169.3,161.56,41207930
2017-09-26,164.21,0.9861,0.061,0.834,0.104,164.5,165.5,162.78,23083780
