Date,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2015-03-25,82.92,0.9934,0.028,0.868,0.104,85.5,85.52,82.92,37348640
2015-03-26,83.01,0.9936,0.049,0.838,0.113,82.72,83.77,82.14,32754510
2015-03-27,83.3,0.9951,0.054,0.813,0.133,83.38,83.95,82.88,18313110
2015-03-30,83.195,0.9939,0.041,0.845,0.114,83.81,84.34,82.41,24506180
2015-03-31,82.215,0.9954,0.03,0.867,0.104,82.9,83.5,82.21,19705200
2015-04-01,81.665,-0.533,0.074,0.874,0.052,82.5,82.72,80.87,22028080
2015-04-02,81.555,0.9866,0.049,0.845,0.106,82.25,82.56,81.44,19631440
2015-04-06,82.44,0.9435,0.034,0.905,0.061,80.8,82.81,80.8,19008980
2015-04-07,82.32,0.6249,0.0,0.788,0.212,82.65,83.42,82.22,17442950
2015-04-08,82.275,0.9936,0.059,0.825,0.115,82.63,83.1,81.84,18936170
2015-04-09,82.17,0.9949,0.031,0.826,0.143,82.5,82.8,81.71,15902970
2015-04-10,82.04,-0.5994,0.224,0.776,0.0,82.21,82.61,81.91,12501090
2015-04-13,83.01,0.9928,0.033,0.89,0.077,81.93,83.94,81.92,26868830
2015-04-14,83.515,0.9915,0.024,0.9,0.075,83.17,83.69,82.44,19612620
2015-04-15,82.705,0.9953,0.017,0.891,0.092,83.55,83.66,82.27,22358670
2015-04-16,82.31,0.9964,0.021,0.882,0.097,82.47,83.07,82.15,13678800
2015-04-17,80.775,0.2708,0.078,0.863,0.059,81.48,82.11,80.37,24156000
2015-04-20,83.09,0.9934,0.018,0.854,0.128,81.54,83.15,81.24,28700450
2015-04-21,83.62,0.9964,0.041,0.832,0.127,84.0,84.49,83.54,26824310
2015-04-22,84.63,0.9916,0.045,0.842,0.113,84.32,84.74,83.65,43286780
2015-04-23,82.41,0.992,0.023,0.896,0.081,84.1,85.59,82.41,73607220
2015-04-24,81.53,0.8512,0.054,0.884,0.062,82.77,82.94,81.48,29617390
2015-04-27,81.91,0.9941,0.048,0.853,0.099,81.87,82.93,81.63,25401050
2015-04-28,80.68,0.9983,0.051,0.805,0.143,81.83,81.9,80.23,23724520
2015-04-29,80.465,0.9973,0.048,0.832,0.119,80.01,81.39,79.52,26400340
2015-04-30,78.77,0.9982,0.067,0.794,0.139,80.01,80.96,78.32,28924470
2015-05-01,78.99,0.9949,0.02,0.868,0.112,79.24,79.76,78.11,22811310
2015-05-04,78.81,0.5484,0.053,0.863,0.084,79.33,79.69,78.6301,14664320
2015-05-05,77.56,0.8702,0.043,0.894,0.063,78.55,78.8,77.22,22243130
2015-05-06,78.1,0.9378,0.068,0.831,0.101,77.97,78.81,77.05,28610160
2015-05-07,78.425,0.0,0.0,1.0,0.0,78.0,78.94,77.56,19727740
2015-05-08,78.51,0.9919,0.056,0.84,0.104,79.1,79.23,78.03,19921440
2015-05-11,78.01,0.9968,0.057,0.787,0.156,78.48,79.03,77.93,18826100
2015-05-12,77.46,0.9136,0.032,0.818,0.15,77.87,77.89,76.79,21249920
2015-05-13,78.44,0.9944,0.044,0.795,0.161,77.72,78.53,77.65,21485710
2015-05-14,81.37,0.9607,0.053,0.862,0.085,78.94,81.845,78.67,49376110
2015-05-15,80.42,0.9759,0.063,0.845,0.092,81.41,81.52,80.18,27029540
2015-05-18,80.88,0.998,0.018,0.858,0.124,80.33,81.38,80.23,21560230
2015-05-19,80.63,0.846,0.05,0.888,0.062,81.25,81.69,80.55,17943450
2015-05-20,80.55,0.9974,0.046,0.815,0.139,80.47,81.1,79.46,23024330
2015-05-21,80.48,0.9933,0.042,0.83,0.128,80.19,80.92,80.08,13376150
2015-05-22,80.54,0.9294,0.028,0.92,0.052,80.35,81.31,80.25,19547070
2015-05-26,79.335,0.9947,0.046,0.844,0.11,80.43,80.6,79.08,16271510
2015-05-27,80.55,0.9921,0.042,0.851,0.106,79.6,80.66,79.43,14132160
2015-05-28,80.145,0.9815,0.05,0.865,0.085,80.25,81.0745,80.0,11974610
2015-05-29,79.19,0.9758,0.038,0.881,0.082,79.95,80.07,78.88,16111570
2015-06-01,80.29,0.6189,0.049,0.897,0.055,79.3,80.38,78.66,18106110
2015-06-02,80.445,0.5362,0.101,0.787,0.112,79.76,81.35,79.56,18900690
2015-06-03,82.44,0.9874,0.064,0.839,0.097,81.35,82.53,81.25,31633300
2015-06-04,82.05,0.9957,0.034,0.843,0.123,82.14,82.95,81.51,20825910
2015-06-05,82.14,0.9975,0.028,0.848,0.124,81.87,82.46,81.51,16087280
2015-06-08,80.67,0.9732,0.047,0.868,0.085,81.82,82.0,80.13,16882270
2015-06-09,80.67,0.9789,0.023,0.791,0.185,80.6,81.19,79.32,16443310
2015-06-10,82.16,-0.9558,0.072,0.87,0.058,80.83,82.6,80.81,21485920
2015-06-11,81.83,0.9956,0.038,0.836,0.127,82.31,82.9,81.36,18619240
2015-06-12,81.53,-0.5994,0.14,0.86,0.0,81.37,82.09,81.2,11403090
2015-06-15,80.71,0.991,0.026,0.872,0.102,80.55,80.93,80.07,18782870
2015-06-16,81.06,0.3254,0.066,0.862,0.072,80.82,81.51,80.45,13673040
2015-06-17,81.79,0.471,0.106,0.78,0.114,81.76,82.22,81.34,18326140
2015-06-18,82.905,0.8458,0.04,0.899,0.061,81.64,83.19,81.57,26726860
2015-06-19,82.51,0.9402,0.077,0.821,0.102,82.83,82.98,82.12,23337800
2015-06-22,84.74,0.9948,0.071,0.77,0.16,83.41,84.97,83.31,29076040
2015-06-23,87.88,0.9925,0.048,0.824,0.128,84.96,87.97,84.76,50336830
2015-06-24,88.86,0.9977,0.014,0.846,0.14,87.66,89.25,87.45,41337040
2015-06-25,87.98,0.958,0.04,0.875,0.085,89.26,89.4,87.835,27245480
2015-06-26,88.01,0.9932,0.008,0.846,0.146,88.12,88.34,86.8283,38185770
2015-06-29,85.8,0.9895,0.029,0.857,0.114,86.61,87.5,85.73,35869530
2015-06-30,85.765,0.8105,0.06,0.874,0.065,86.6,86.7,85.57,23195430
2015-07-01,86.91,-0.8334,0.074,0.865,0.062,86.77,87.95,86.49,25198260
2015-07-02,87.285,0.2693,0.095,0.796,0.109,87.4,87.44,86.3401,16875000
2015-07-06,87.55,0.0,0.0,1.0,0.0,86.49,88.1846,86.39,24592870
2015-07-07,87.22,0.8385,0.045,0.875,0.08,87.8,87.85,85.231,33023960
2015-07-08,85.65,-0.4352,0.09,0.81,0.1,86.29,86.75,85.445,24351990
2015-07-09,85.88,-0.3213,0.057,0.884,0.059,86.73,87.6,85.6499,23237200
2015-07-10,87.95,-0.7998,0.081,0.847,0.073,87.35,88.22,86.77,23191120
2015-07-13,90.1,0.9936,0.023,0.875,0.103,88.66,90.22,88.42,29682360
2015-07-14,89.68,0.9765,0.015,0.871,0.114,90.46,90.8,89.65,26568630
2015-07-15,89.76,0.9974,0.023,0.807,0.17,90.0,90.99,89.42,30818700
2015-07-16,90.85,0.9659,0.042,0.872,0.086,90.28,90.86,89.77,21417840
2015-07-17,94.97,0.9972,0.042,0.801,0.157,92.55,95.39,92.54,53767930
2015-07-20,97.91,0.9949,0.021,0.888,0.092,95.85,98.6,95.36,54786320
2015-07-21,98.39,0.9926,0.052,0.849,0.098,98.95,99.24,97.1427,39163900
2015-07-22,97.04,-0.9891,0.098,0.842,0.06,96.74,97.58,95.92,28196110
2015-07-23,95.44,0.998,0.041,0.8,0.159,96.96,97.45,94.81,29281230
2015-07-24,96.95,0.978,0.049,0.839,0.113,97.35,97.76,95.88,33351170
2015-07-27,94.17,0.997,0.022,0.828,0.149,96.58,96.61,93.8301,38428000
2015-07-28,95.29,0.529,0.103,0.799,0.098,94.84,95.56,93.31,34826750
2015-07-29,96.99,0.9433,0.02,0.899,0.081,96.32,97.28,94.74,61383310
2015-07-30,95.21,0.9768,0.079,0.774,0.147,94.91,95.81,91.8,86021630
2015-07-31,94.01,0.9602,0.063,0.844,0.093,94.95,96.33,93.95,46386320
2015-08-03,94.14,0.782,0.044,0.878,0.079,93.53,95.08,92.8,29262980
2015-08-04,94.06,0.8931,0.063,0.861,0.076,93.79,94.73,93.33,20050730
2015-08-05,96.44,0.9515,0.054,0.853,0.093,95.25,97.09,95.18,29718020
2015-08-06,95.12,0.9873,0.056,0.858,0.087,97.18,98.74,94.42,42205860
2015-08-07,94.3,0.9975,0.032,0.844,0.124,95.38,95.4,93.61,23141300
2015-08-10,94.15,0.9872,0.06,0.844,0.097,95.68,95.9,93.63,21461830
2015-08-11,93.62,-0.8834,0.2,0.705,0.096,93.73,94.76,92.9006,22244980
2015-08-12,94.19,0.9943,0.054,0.79,0.156,92.7,94.44,91.19,27075100
2015-08-13,93.43,0.9911,0.041,0.864,0.095,94.05,94.73,93.35,17398890
2015-08-14,94.42,-0.1921,0.111,0.783,0.106,93.54,94.72,93.21,15904340
2015-08-17,93.93,0.9819,0.057,0.833,0.11,94.42,94.46,93.39,18284030
2015-08-18,95.17,0.9768,0.071,0.802,0.127,94.08,95.85,94.04,22222720
2015-08-19,95.31,0.9776,0.021,0.874,0.105,94.63,96.1,94.161,23176290
2015-08-20,90.56,0.9006,0.077,0.804,0.119,93.54,94.77,90.46,44415420
2015-08-21,86.06,0.9808,0.04,0.86,0.101,87.52,89.18,85.61,62473650
2015-08-24,82.09,0.9962,0.064,0.813,0.123,77.03,87.14,72.0,83487210
2015-08-25,83.0,0.9955,0.043,0.825,0.132,86.95,87.67,83.0,51860780
2015-08-26,87.19,0.9929,0.047,0.78,0.173,85.95,87.46,83.26,44994100
2015-08-27,89.73,0.9938,0.039,0.861,0.1,89.1,90.06,87.19,42290120
2015-08-28,91.01,-0.9615,0.1,0.832,0.068,89.88,91.48,89.792,33174580
2015-08-31,89.43,0.9965,0.038,0.838,0.124,90.6,91.05,88.89,32771380
2015-09-01,87.23,0.9951,0.055,0.821,0.124,86.85,89.39,86.5,35958020
2015-09-02,89.89,0.8576,0.059,0.861,0.079,88.81,89.89,87.63,27010970
2015-09-03,88.15,0.983,0.025,0.92,0.054,89.76,89.82,87.73,26954140
2015-09-04,88.26,0.9958,0.04,0.863,0.097,87.2,88.39,86.7,27277250
2015-09-08,89.53,-0.2263,0.085,0.854,0.061,89.69,90.24,88.83,26935820
2015-09-09,90.44,0.9929,0.018,0.915,0.067,90.78,91.98,90.17,32482750
2015-09-10,91.98,0.9887,0.078,0.803,0.119,90.07,92.06,89.63,26392490
2015-09-11,92.05,0.9777,0.047,0.887,0.066,91.68,92.08,91.13,21102320
2015-09-14,92.31,0.9886,0.038,0.883,0.079,92.31,92.62,91.6,20108630
2015-09-15,92.9,0.9901,0.042,0.856,0.102,92.37,93.25,91.79,18820730
2015-09-16,93.45,0.9924,0.045,0.864,0.091,92.9,93.6,92.63,16265640
2015-09-17,94.34,0.988,0.056,0.828,0.116,93.37,95.51,92.9,27716330
2015-09-18,94.4,0.8328,0.066,0.86,0.074,93.2,95.19,93.05,62232280
2015-09-21,95.55,0.9468,0.072,0.844,0.084,94.62,96.49,94.52,28760280
2015-09-22,92.96,0.9866,0.061,0.844,0.095,93.77,94.68,91.92,36834600
2015-09-23,93.97,0.984,0.058,0.853,0.09,93.4,94.32,92.8,21672220
2015-09-24,94.41,0.8738,0.045,0.889,0.066,93.06,94.765,92.24,29037890
2015-09-25,92.77,0.9978,0.043,0.845,0.113,95.79,95.85,92.06,28910510
2015-09-28,89.21,0.9726,0.02,0.923,0.057,92.08,92.29,88.18,41060880
2015-09-29,86.67,0.9664,0.071,0.835,0.094,89.1,90.06,85.72,42212360
2015-09-30,89.9,0.996,0.013,0.885,0.102,88.44,90.02,88.01,36113040
2015-10-01,90.95,0.907,0.069,0.797,0.134,90.05,90.95,88.36,29219020
2015-10-02,92.07,0.9972,0.029,0.864,0.107,88.9,92.2,88.37,37672130
2015-10-05,94.01,0.1531,0.096,0.796,0.108,92.94,94.27,92.66,27258120
2015-10-06,92.8,0.9802,0.041,0.881,0.078,94.08,94.17,92.34,22459730
2015-10-07,92.4,0.9506,0.068,0.838,0.094,93.11,93.66,91.37,24094490
2015-10-08,92.47,0.928,0.028,0.912,0.06,91.89,93.22,90.47,27237050
2015-10-09,93.24,0.9961,0.061,0.824,0.115,92.9,93.74,92.239,19979290
2015-10-12,94.26,0.997,0.035,0.832,0.133,93.32,94.6,92.67,18396970
2015-10-13,94.12,-0.9929,0.141,0.789,0.07,93.66,95.37,93.55,19406320
2015-10-14,94.07,0.9855,0.05,0.851,0.099,94.08,95.2,93.61,19197310
2015-10-15,95.96,0.989,0.013,0.899,0.088,94.99,96.3,94.9,27499010
2015-10-16,97.54,0.9307,0.057,0.862,0.081,96.18,97.59,95.35,25370980
2015-10-19,98.47,0.9856,0.029,0.897,0.074,97.18,98.57,96.92,23605470
2015-10-20,97.0,0.9945,0.041,0.862,0.096,98.73,99.59,96.56,30824330
2015-10-21,97.11,0.9894,0.043,0.862,0.095,97.37,98.18,96.47,21971730
2015-10-22,99.67,0.9968,0.045,0.78,0.175,97.79,99.73,97.55,25971110
2015-10-23,102.19,0.9969,0.04,0.833,0.127,101.91,102.85,100.16,42754060
2015-10-26,103.77,0.8345,0.071,0.855,0.073,102.2,103.81,101.55,25912180
2015-10-27,103.7,0.8103,0.063,0.867,0.07,102.94,104.1,102.4,23741160
2015-10-28,104.2,0.997,0.033,0.856,0.111,103.9,104.48,102.92,24053690
2015-10-29,104.88,0.9976,0.032,0.849,0.119,103.96,105.12,103.52,20157920
2015-10-30,101.97,0.9959,0.031,0.842,0.127,104.51,104.72,101.65,33436740
2015-11-02,103.31,0.999,0.023,0.837,0.14,102.46,103.47,101.18,23972130
2015-11-03,102.58,0.9391,0.044,0.894,0.062,103.22,103.65,102.4,21178920
2015-11-04,103.94,0.9761,0.024,0.854,0.122,103.19,104.14,102.48,41832160
2015-11-05,108.76,0.9907,0.024,0.893,0.083,108.8,110.65,107.95,63142550
2015-11-06,107.095,0.9864,0.063,0.831,0.106,108.04,108.74,105.91,35046680
2015-11-09,106.49,0.992,0.023,0.879,0.098,107.0,108.25,105.86,26354740
2015-11-10,107.91,0.9661,0.033,0.776,0.191,105.96,108.15,105.24,24999520
2015-11-11,109.01,0.997,0.026,0.87,0.104,108.27,109.87,107.11,25023690
2015-11-12,108.02,0.9625,0.02,0.874,0.106,108.48,109.39,108.0,20852000
2015-11-13,103.95,0.9829,0.046,0.852,0.101,107.71,108.25,103.83,30161510
2015-11-16,104.04,0.9968,0.063,0.788,0.149,103.32,104.17,100.47,49256510
2015-11-17,105.13,0.9981,0.038,0.827,0.134,104.62,106.2,104.14,26774350
2015-11-18,107.77,0.9978,0.05,0.813,0.137,105.8,107.88,105.39,23797450
2015-11-19,106.26,0.9536,0.045,0.888,0.067,107.36,107.73,105.95,25492640
2015-11-20,107.32,0.9962,0.054,0.799,0.148,106.84,107.87,106.62,22102030
2015-11-23,106.95,0.9944,0.084,0.768,0.148,107.19,107.468,106.08,19740130
2015-11-24,105.74,0.982,0.076,0.822,0.101,106.0,106.49,104.39,23512790
2015-11-25,105.41,0.9976,0.039,0.817,0.145,106.33,106.6,105.1,15140370
2015-11-27,105.45,0.9913,0.068,0.793,0.139,105.78,105.96,104.86,5913066
2015-11-30,104.24,0.9948,0.035,0.854,0.111,105.84,106.0999,103.75,20055950
2015-12-01,107.12,0.9983,0.077,0.741,0.182,104.83,107.15,104.5,22743200
2015-12-02,106.07,0.9971,0.102,0.74,0.157,107.0,107.92,105.79,24334420
2015-12-03,104.38,0.9959,0.04,0.863,0.096,106.27,106.85,103.35,23193110
2015-12-04,106.18,-0.5632,0.129,0.824,0.047,104.81,107.73,104.11,21212310
2015-12-07,105.61,0.0,0.0,1.0,0.0,106.48,106.83,104.66,15447530
2015-12-08,106.49,-0.8176,0.093,0.831,0.076,104.0,106.91,103.95,20376290
2015-12-09,104.6,0.8253,0.029,0.901,0.071,106.18,106.44,103.55,23468200
2015-12-10,105.42,0.9892,0.056,0.846,0.098,105.05,106.4,104.41,17435630
2015-12-11,102.12,0.4689,0.08,0.834,0.086,104.15,104.34,101.91,26357790
2015-12-14,104.66,-0.3832,0.085,0.84,0.075,102.285,104.74,101.46,24693110
2015-12-15,104.55,0.4869,0.115,0.741,0.145,105.3,105.8,104.28,21697070
2015-12-16,106.79,-0.8722,0.093,0.854,0.053,105.37,107.09,104.19,22095830
2015-12-17,106.22,0.7269,0.045,0.878,0.077,107.49,107.75,106.13,21580540
2015-12-18,104.04,0.9136,0.056,0.834,0.11,106.08,106.59,103.97,35810840
2015-12-21,104.77,-0.1531,0.06,0.898,0.042,104.91,105.15,103.6,16105710
2015-12-22,105.51,0.9349,0.0,0.893,0.107,105.22,105.6601,104.81,14584780
2015-12-23,104.63,0.6908,0.026,0.91,0.064,105.89,106.11,103.86,19571550
2015-12-24,105.02,0.8357,0.065,0.824,0.111,104.74,105.32,104.5,6512134
2015-12-28,105.93,0.34,0.056,0.877,0.066,105.02,105.98,104.53,13045160
2015-12-29,107.26,-0.876,0.113,0.863,0.024,106.42,107.74,106.25,17149240
2015-12-30,106.22,0.168,0.071,0.87,0.06,107.0,107.25,106.06,13103910
2015-12-31,104.66,0.9074,0.0,0.88,0.12,106.0,106.17,104.62,18382210
2016-01-04,102.22,0.9591,0.064,0.802,0.134,101.95,102.24,99.75,37846820
2016-01-05,102.73,0.4939,0.0,0.865,0.135,102.89,103.7099,101.665,23238890
2016-01-06,102.97,0.9721,0.085,0.784,0.13,101.13,103.77,100.9,25046390
2016-01-07,97.92,0.9729,0.065,0.833,0.103,100.5,101.43,97.3,45038210
2016-01-08,97.33,0.9547,0.04,0.889,0.071,99.88,100.5,97.0311,35351010
2016-01-11,97.51,0.9803,0.064,0.84,0.096,97.91,98.6,95.39,29896390
2016-01-12,99.37,0.4379,0.067,0.863,0.07,99.0,99.96,97.55,28301680
2016-01-13,95.44,0.9786,0.019,0.875,0.105,100.58,100.58,95.21,33297700
2016-01-14,98.37,0.997,0.026,0.81,0.163,95.85,98.87,92.45,48617610
2016-01-15,94.97,0.9985,0.022,0.8,0.178,93.98,96.38,93.54,46068460
2016-01-19,95.26,0.9603,0.059,0.812,0.129,96.53,97.42,93.92,30840640
2016-01-20,94.35,0.9143,0.054,0.852,0.094,92.83,95.0,89.37,59015930
2016-01-21,94.16,0.8526,0.076,0.828,0.097,94.91,95.99,92.62,30479780
2016-01-22,97.94,0.7748,0.049,0.875,0.076,96.41,98.07,95.49,30371970
2016-01-25,97.01,0.8284,0.048,0.878,0.075,98.72,99.48,96.93,32382100
2016-01-26,97.34,-0.9333,0.085,0.87,0.046,97.76,97.88,95.66,26749760
2016-01-27,94.45,0.9514,0.044,0.89,0.066,97.79,97.85,94.23,53505580
2016-01-28,109.11,0.8225,0.038,0.897,0.066,107.2,110.34,104.81,107251300
2016-01-29,112.21,0.9587,0.041,0.845,0.114,108.99,112.84,108.84,62660640
2016-02-01,115.09,-0.6124,0.192,0.708,0.1,112.27,115.72,112.01,46025570
2016-02-02,114.61,0.7208,0.032,0.919,0.049,114.8,117.59,113.2,59704890
2016-02-03,112.69,0.9254,0.025,0.873,0.102,115.27,115.3407,109.75,56867520
2016-02-04,110.49,0.0516,0.162,0.671,0.168,111.8,111.94,109.25,38784240
2016-02-05,104.07,0.7462,0.089,0.81,0.101,109.51,109.58,103.18,76801180
2016-02-08,99.75,0.978,0.072,0.837,0.092,100.41,102.68,97.46,71119290
2016-02-09,99.54,0.947,0.071,0.842,0.087,97.14,102.4,96.82,62616740
2016-02-10,101.0,0.8442,0.085,0.775,0.14,101.55,103.25,100.24,45044840
2016-02-11,101.91,0.9806,0.044,0.876,0.08,99.6,105.11,98.88,43598890
2016-02-12,102.01,-0.9179,0.139,0.755,0.106,103.74,104.24,101.09,36158700
2016-02-16,101.61,0.34,0.054,0.89,0.056,103.8,103.93,100.24,45604490
2016-02-17,105.2,0.94,0.06,0.828,0.112,101.94,105.72,100.4,44009090
2016-02-18,103.47,-0.6808,0.099,0.841,0.06,105.8,106.0,103.03,29543040
2016-02-19,104.57,0.9493,0.031,0.827,0.142,102.55,105.02,102.06,32385500
2016-02-22,107.16,0.4215,0.08,0.829,0.091,105.49,108.25,105.34,35675920
2016-02-23,105.46,-0.2593,0.098,0.819,0.083,106.85,107.47,105.12,25279170
2016-02-24,106.88,0.9485,0.022,0.847,0.131,104.21,106.95,102.74,34313290
2016-02-25,108.07,0.9465,0.034,0.84,0.126,107.11,108.07,105.61,29862100
2016-02-26,107.92,-0.6597,0.094,0.836,0.07,108.7,109.45,107.16,26658020
2016-02-29,106.92,0.9287,0.029,0.784,0.187,107.6,108.9101,106.75,32739960
2016-03-01,109.82,-0.933,0.203,0.797,0.0,107.83,109.82,107.6,26743550
2016-03-02,109.95,0.0516,0.096,0.806,0.098,109.68,110.55,108.77,25656490
2016-03-03,109.58,0.7047,0.077,0.827,0.096,110.25,110.3,108.54,21337720
2016-03-04,108.39,0.4939,0.0,0.758,0.242,110.05,110.05,107.93,24908230
2016-03-07,105.73,0.8225,0.06,0.717,0.224,108.07,108.07,104.72,31487180
2016-03-08,105.93,0.9843,0.056,0.844,0.1,104.78,107.37,104.4,25582660
2016-03-09,107.51,-0.8441,0.103,0.822,0.075,106.7,107.51,105.49,20458320
2016-03-10,107.32,0.9911,0.053,0.838,0.11,107.91,108.66,105.7699,24835810
2016-03-11,109.41,0.9698,0.054,0.852,0.093,108.48,109.42,107.92,20667610
2016-03-14,109.89,0.8748,0.031,0.827,0.143,109.28,110.33,108.77,17240940
2016-03-15,110.67,0.918,0.011,0.872,0.116,109.11,110.83,108.84,17596280
2016-03-16,112.18,0.7865,0.036,0.892,0.072,110.49,112.5,110.1,24696190
2016-03-17,111.02,0.802,0.045,0.859,0.096,112.15,112.69,110.73,24215410
2016-03-18,111.45,0.9101,0.043,0.857,0.1,111.56,112.42,110.27,36265530
2016-03-21,111.85,0.9581,0.022,0.879,0.1,111.66,112.37,111.03,18430870
2016-03-22,112.25,0.8806,0.064,0.845,0.091,111.36,112.88,111.17,18989920
2016-03-23,112.54,0.7574,0.024,0.919,0.057,112.01,113.19,112.0,18546450
2016-03-24,113.05,0.7269,0.03,0.866,0.105,112.13,113.09,111.68,17157540
2016-03-28,113.69,0.9736,0.007,0.864,0.129,113.32,114.5889,112.95,21332720
2016-03-29,116.14,0.6191,0.038,0.882,0.08,113.83,116.32,113.64,29789720
2016-03-30,114.7,0.8271,0.043,0.864,0.093,116.73,116.99,114.355,33196410
2016-03-31,114.1,0.8012,0.068,0.825,0.107,114.7,115.01,113.7682,21171030
2016-04-01,116.06,0.6072,0.028,0.895,0.077,113.75,116.17,113.35,24751160
2016-04-04,112.55,0.4278,0.039,0.91,0.051,114.07,114.55,111.61,48418260
2016-04-05,112.22,-0.9932,0.123,0.839,0.039,112.11,113.32,111.9,22779490
2016-04-06,113.71,0.8677,0.029,0.87,0.101,112.47,113.81,112.42,20794390
2016-04-07,113.64,0.9194,0.041,0.815,0.144,113.79,114.89,113.0663,20683460
2016-04-08,110.63,0.98,0.055,0.844,0.101,114.25,114.33,109.9,48467350
2016-04-11,108.99,0.894,0.092,0.81,0.098,110.7,110.91,108.77,39707140
2016-04-12,110.61,-0.8783,0.115,0.816,0.069,109.34,111.1645,108.99,26190250
2016-04-13,110.51,0.8788,0.035,0.873,0.093,112.23,112.65,106.52,88165850
2016-04-14,110.84,0.5523,0.073,0.847,0.08,110.62,112.04,110.26,28439970
2016-04-15,109.64,0.9638,0.029,0.837,0.134,110.79,110.97,109.2,20793730
2016-04-18,110.45,0.8402,0.035,0.855,0.11,109.74,110.81,109.2,21127750
2016-04-19,112.29,0.885,0.056,0.835,0.109,111.1,112.45,109.16,30177490
2016-04-20,112.42,0.9236,0.064,0.791,0.145,112.43,113.27,111.56,21020820
2016-04-21,113.44,0.8504,0.038,0.84,0.122,112.55,114.04,112.31,20711310
2016-04-22,110.56,-0.4939,0.05,0.95,0.0,111.21,111.75,109.01,38397070
2016-04-25,110.1,-0.1116,0.07,0.861,0.068,109.87,110.67,109.07,20997040
2016-04-26,108.76,0.9353,0.055,0.846,0.099,110.49,110.5,108.15,22393840
2016-04-27,108.89,0.9229,0.078,0.818,0.104,107.94,108.94,106.31,50504560
2016-04-28,116.73,-0.7043,0.075,0.867,0.058,119.575,120.79,116.23,86913390
2016-04-29,117.58,-0.7964,0.071,0.915,0.014,116.82,117.84,115.84,37106010
2016-05-02,118.57,0.7937,0.043,0.85,0.106,117.83,118.73,116.57,27789510
2016-05-03,117.43,0.9349,0.0,0.809,0.191,117.52,118.16,117.02,24087870
2016-05-04,118.06,0.7345,0.0,0.891,0.109,116.61,118.3,116.57,23414270
2016-05-05,117.81,-0.782,0.084,0.847,0.069,118.04,118.98,117.25,22032830
2016-05-06,119.49,0.8176,0.07,0.796,0.133,117.16,119.637,117.1127,26362480
2016-05-09,119.24,0.9531,0.024,0.87,0.106,119.54,120.28,118.9,21097310
2016-05-10,120.5,0.9463,0.05,0.874,0.076,119.62,120.5,119.0,23127390
2016-05-11,119.52,0.9705,0.061,0.84,0.099,120.41,121.08,119.42,21976560
2016-05-12,120.28,0.9866,0.063,0.819,0.118,119.98,120.84,118.9,21649010
2016-05-13,119.81,0.9924,0.057,0.843,0.1,120.38,120.64,119.68,18077540
2016-05-16,118.67,0.9976,0.035,0.846,0.119,119.38,119.61,117.35,31188070
2016-05-17,117.35,0.9973,0.058,0.822,0.119,118.82,119.01,117.2,21296660
2016-05-18,117.65,0.9541,0.043,0.882,0.075,116.8,118.27,116.73,21596120
2016-05-19,116.81,0.9833,0.05,0.853,0.097,117.05,117.49,115.88,20510770
2016-05-20,117.35,0.5305,0.054,0.88,0.066,116.96,117.99,116.95,18893950
2016-05-23,115.97,0.9875,0.037,0.85,0.113,117.42,117.6,115.94,20409860
2016-05-24,117.7,0.9906,0.066,0.793,0.141,116.24,117.73,116.12,20156400
2016-05-25,117.89,0.9893,0.027,0.874,0.099,118.13,118.665,117.38,20026150
2016-05-26,119.47,0.9779,0.043,0.874,0.083,118.24,119.7601,117.92,18437640
2016-05-27,119.38,0.6623,0.096,0.8,0.104,119.56,119.85,119.01,13476050
2016-05-31,118.81,-0.9428,0.12,0.8,0.08,119.46,120.1,118.121,23526050
2016-06-01,118.78,0.8927,0.044,0.862,0.093,118.5,119.08,117.82,15003570
2016-06-02,118.93,-0.4767,0.125,0.796,0.08,118.69,119.44,118.22,13216260
2016-06-03,118.47,0.4019,0.0,0.87,0.13,118.975,118.98,117.86,14115480
2016-06-06,118.79,0.9936,0.039,0.852,0.109,118.62,119.43,118.36,12721610
2016-06-07,117.76,0.11,0.073,0.834,0.092,119.24,119.3,117.67,17069990
2016-06-08,118.39,0.7096,0.047,0.878,0.075,117.76,118.6,117.27,14493990
2016-06-09,118.56,0.9966,0.034,0.861,0.106,118.13,118.68,117.71,13842230
2016-06-10,116.62,0.9886,0.068,0.822,0.111,117.54,118.11,116.26,18474380
2016-06-13,113.95,0.9919,0.032,0.887,0.08,115.0,115.48,113.31,31675970
2016-06-14,114.94,0.9934,0.034,0.87,0.096,114.07,114.95,113.58,17573960
2016-06-15,114.6,0.9825,0.048,0.847,0.104,115.3,115.44,114.07,19789270
2016-06-16,114.39,0.9281,0.035,0.897,0.067,113.87,114.5,112.94,19207560
2016-06-17,113.02,0.84,0.065,0.862,0.073,114.42,114.43,112.56,24410770
2016-06-20,113.37,0.889,0.066,0.859,0.075,113.77,114.72,112.75,20746500
2016-06-21,114.38,0.9645,0.06,0.843,0.097,114.12,115.2142,113.97,18997270
2016-06-22,113.91,0.8196,0.038,0.897,0.065,114.65,114.74,113.61,14811570
2016-06-23,115.08,-0.9645,0.118,0.812,0.07,114.37,115.09,113.54,16096460
2016-06-24,112.08,0.8052,0.053,0.871,0.075,111.01,113.68,111.0,40555840
